,Question,Answer Label,Answer
213,When was Attention Search implemented?,27,"Introduction to Abaco - Database Search. Database Search With the introduction of Abaco 1.6 database searching has been introduced using  the Mongo aggregation system, full-text searching, and indexing. Searching can be  done on actor, worker, execution, and log information. This feature allows for users  to search based on any information across all objects that they have permission  to view. For example, search would allow checking of all viewable executions for  ERRORS in one easy call. The search currently makes use of logical operators and  datetime to allow for easy searching of any object based on any specific field.. Attention Search in Abaco was implemented in version 1.6.. Search is available on the actors, workers, executions, and logs databases. Search  has been implemented on a new {base}/actors/search/{database} endpoint alongside being  implemented on the {base}/actors, {base}/actors/{actor_id}/workers,  {base}/actors/{actor_id}/executions, and  ``{base}/actors/{actor_id}/executions/{execution_id}/logs``endpoints. To use search on the {base}/actors/search/{database} endpoint the database to be searched  must be specified as either actors, workers, executions, or logs in the URL.  With no query arguments Abaco will return all entries in the database that you have  permission to view. To specify query arguments the user can add a ? to the end of  their url and specify the parameters they are looking to implement. A table of search parameters, their function, and examples are below.. . . . Parameter relates to Function relates to Examples. . . search relates to Completes a fuzzy full-text search based on inputs. Returns results by best accuracy/score. relates to ?search=stringToSearchFor. . exactsearch relates to Completes a full-text search and looks for exact matches with inputs. relates to ?exactsearch=stringToMatchExactly. . eq relates to Checks if given value is equal to db value matching given key. relates to ?id.eq=AKY5o4Z847lB3. . neq relates to Checks if given value is not equal to db value matching given key. relates to ?id.neq=AKY5o4Z847lB3. . gt relates to Checks if given value is greater than db value matching given key. relates to ?start_time.gt=2020-04-29+06:00. . gte relates to Checks if given value is greater than or equal to db value matching given key. relates to ?runtime.gte=423. . lt relates to Checks if given value is less than db value matching given key. relates to ?message_received_time.lt=2020. . lte relates to Checks if given value is less than or equal to db value matching given key. relates to ?final_state.FinishedAt.lte=2020-04-29. . in relates to Checks if db value matching given key match any values in the given list of values. relates to ?status.in=[“BUSY”,”REQUESTED”,”READY”]. . nin relates to Checks if db value matching given key does not match any values in the given list of values. relates to ?status.nin=[“COMPLETED”, “READY”]. . like relates to Checks if given value in (through regex) db value matching given key. relates to ?image.like=abaco_docker_username. . nlike relates to Checks if given value not in (through regex) db value matching given key. relates to ?image.nlike=abaco_test. . between relates to Checks if db value matching given key is greater than or equal to first given value, and less than or equal to second given value. relates to ?start_time.between=  2020-04-29T20:15:52:246Z,  2021-06-24-05:00. . limit relates to Sets a limit on total amount of results returned. Defaults to 10 results. relates to ?limit=20. . skip relates to Skips a specified amount of results when returning. relates to ?skip=4. . . You may use as many parameters as you want in one query sans limit and skip, where each may only be used once."
214,"How is search available on the actors, workers, executions and logs databases?",27,"Introduction to Abaco - Database Search. Database Search With the introduction of Abaco 1.6 database searching has been introduced using  the Mongo aggregation system, full-text searching, and indexing. Searching can be  done on actor, worker, execution, and log information. This feature allows for users  to search based on any information across all objects that they have permission  to view. For example, search would allow checking of all viewable executions for  ERRORS in one easy call. The search currently makes use of logical operators and  datetime to allow for easy searching of any object based on any specific field.. Attention Search in Abaco was implemented in version 1.6.. Search is available on the actors, workers, executions, and logs databases. Search  has been implemented on a new {base}/actors/search/{database} endpoint alongside being  implemented on the {base}/actors, {base}/actors/{actor_id}/workers,  {base}/actors/{actor_id}/executions, and  ``{base}/actors/{actor_id}/executions/{execution_id}/logs``endpoints. To use search on the {base}/actors/search/{database} endpoint the database to be searched  must be specified as either actors, workers, executions, or logs in the URL.  With no query arguments Abaco will return all entries in the database that you have  permission to view. To specify query arguments the user can add a ? to the end of  their url and specify the parameters they are looking to implement. A table of search parameters, their function, and examples are below.. . . . Parameter relates to Function relates to Examples. . . search relates to Completes a fuzzy full-text search based on inputs. Returns results by best accuracy/score. relates to ?search=stringToSearchFor. . exactsearch relates to Completes a full-text search and looks for exact matches with inputs. relates to ?exactsearch=stringToMatchExactly. . eq relates to Checks if given value is equal to db value matching given key. relates to ?id.eq=AKY5o4Z847lB3. . neq relates to Checks if given value is not equal to db value matching given key. relates to ?id.neq=AKY5o4Z847lB3. . gt relates to Checks if given value is greater than db value matching given key. relates to ?start_time.gt=2020-04-29+06:00. . gte relates to Checks if given value is greater than or equal to db value matching given key. relates to ?runtime.gte=423. . lt relates to Checks if given value is less than db value matching given key. relates to ?message_received_time.lt=2020. . lte relates to Checks if given value is less than or equal to db value matching given key. relates to ?final_state.FinishedAt.lte=2020-04-29. . in relates to Checks if db value matching given key match any values in the given list of values. relates to ?status.in=[“BUSY”,”REQUESTED”,”READY”]. . nin relates to Checks if db value matching given key does not match any values in the given list of values. relates to ?status.nin=[“COMPLETED”, “READY”]. . like relates to Checks if given value in (through regex) db value matching given key. relates to ?image.like=abaco_docker_username. . nlike relates to Checks if given value not in (through regex) db value matching given key. relates to ?image.nlike=abaco_test. . between relates to Checks if db value matching given key is greater than or equal to first given value, and less than or equal to second given value. relates to ?start_time.between=  2020-04-29T20:15:52:246Z,  2021-06-24-05:00. . limit relates to Sets a limit on total amount of results returned. Defaults to 10 results. relates to ?limit=20. . skip relates to Skips a specified amount of results when returning. relates to ?skip=4. . . You may use as many parameters as you want in one query sans limit and skip, where each may only be used once."
215,What does Abaco search alter the expected result of a request?,28,"Introduction to Abaco - Database Search - Inputs. Metadata Abaco search slightly alters the expected result of a request in the fact that the returned  result from a search now returns two objects, the expected result, search, and _metadata. This new _metadata object returns pertinent information about the amount of records returned,  the amount of records the return is limited to, the amount of records skipped (specified in query),  and the total amount of records that match the query searched for. This is useful to implement paging  or to only receive a set amount of records.. Important A new _metadata object is now returned alongside the usual result in result.. . . Inputs All inputs are given to the search function as query parameters and thus are converted  to strings. It is then up to Abaco’s side to convert these inputs back to the intended  formats. Strings are left untouched. Booleans are expected to be “False” or “false” and  “True” or “true” to be converted. Numbers are converted all to floats, these are still  comparable to database instances of int, so there should be no issue. Lists are parsed  with json.loads and will accept either [""test""] or ['test'] with post-processing  on Abaco’s end to convert to lists. The last consumed input type is datetime objects. Abaco accepts a broad range of ISO 8601  like strings. An example of the most detailed string accepted is 2020-04-29T20:15:52:246252-06:00.  2020-04-29T20:15:52:246Z, 2020-04-29T20:15:52-06:00, 2020-04-29T20:15-06:00,  2020-04-29T20-06:00, 2020-04-29-06:00, 2020-04Z, and 2020 are also acceptable.. Attention Abaco stores all times in UTC, so addition of your timezone or conversion to UTC is  important. If no timezone information is given (-06:00 or Z (to signal UTC))  the datetime is assumed to be in UTC..  Important Comparison with datetime rounds to the minimum time possible. For instance if you want  to see if 2020-12-30 is greater than 2020, you would receive True as 2020 is rounded  to 2020-01-01T00:00:00Z. This holds true until you reach millisecond accurate time."
216,What does a new _metadata object return?,28,"Introduction to Abaco - Database Search - Inputs. Metadata Abaco search slightly alters the expected result of a request in the fact that the returned  result from a search now returns two objects, the expected result, search, and _metadata. This new _metadata object returns pertinent information about the amount of records returned,  the amount of records the return is limited to, the amount of records skipped (specified in query),  and the total amount of records that match the query searched for. This is useful to implement paging  or to only receive a set amount of records.. Important A new _metadata object is now returned alongside the usual result in result.. . . Inputs All inputs are given to the search function as query parameters and thus are converted  to strings. It is then up to Abaco’s side to convert these inputs back to the intended  formats. Strings are left untouched. Booleans are expected to be “False” or “false” and  “True” or “true” to be converted. Numbers are converted all to floats, these are still  comparable to database instances of int, so there should be no issue. Lists are parsed  with json.loads and will accept either [""test""] or ['test'] with post-processing  on Abaco’s end to convert to lists. The last consumed input type is datetime objects. Abaco accepts a broad range of ISO 8601  like strings. An example of the most detailed string accepted is 2020-04-29T20:15:52:246252-06:00.  2020-04-29T20:15:52:246Z, 2020-04-29T20:15:52-06:00, 2020-04-29T20:15-06:00,  2020-04-29T20-06:00, 2020-04-29-06:00, 2020-04Z, and 2020 are also acceptable.. Attention Abaco stores all times in UTC, so addition of your timezone or conversion to UTC is  important. If no timezone information is given (-06:00 or Z (to signal UTC))  the datetime is assumed to be in UTC..  Important Comparison with datetime rounds to the minimum time possible. For instance if you want  to see if 2020-12-30 is greater than 2020, you would receive True as 2020 is rounded  to 2020-01-01T00:00:00Z. This holds true until you reach millisecond accurate time."
217,How many objects are returned from a search?,28,"Introduction to Abaco - Database Search - Inputs. Metadata Abaco search slightly alters the expected result of a request in the fact that the returned  result from a search now returns two objects, the expected result, search, and _metadata. This new _metadata object returns pertinent information about the amount of records returned,  the amount of records the return is limited to, the amount of records skipped (specified in query),  and the total amount of records that match the query searched for. This is useful to implement paging  or to only receive a set amount of records.. Important A new _metadata object is now returned alongside the usual result in result.. . . Inputs All inputs are given to the search function as query parameters and thus are converted  to strings. It is then up to Abaco’s side to convert these inputs back to the intended  formats. Strings are left untouched. Booleans are expected to be “False” or “false” and  “True” or “true” to be converted. Numbers are converted all to floats, these are still  comparable to database instances of int, so there should be no issue. Lists are parsed  with json.loads and will accept either [""test""] or ['test'] with post-processing  on Abaco’s end to convert to lists. The last consumed input type is datetime objects. Abaco accepts a broad range of ISO 8601  like strings. An example of the most detailed string accepted is 2020-04-29T20:15:52:246252-06:00.  2020-04-29T20:15:52:246Z, 2020-04-29T20:15:52-06:00, 2020-04-29T20:15-06:00,  2020-04-29T20-06:00, 2020-04-29-06:00, 2020-04Z, and 2020 are also acceptable.. Attention Abaco stores all times in UTC, so addition of your timezone or conversion to UTC is  important. If no timezone information is given (-06:00 or Z (to signal UTC))  the datetime is assumed to be in UTC..  Important Comparison with datetime rounds to the minimum time possible. For instance if you want  to see if 2020-12-30 is greater than 2020, you would receive True as 2020 is rounded  to 2020-01-01T00:00:00Z. This holds true until you reach millisecond accurate time."
218,Why are strings left untouched?,28,"Introduction to Abaco - Database Search - Inputs. Metadata Abaco search slightly alters the expected result of a request in the fact that the returned  result from a search now returns two objects, the expected result, search, and _metadata. This new _metadata object returns pertinent information about the amount of records returned,  the amount of records the return is limited to, the amount of records skipped (specified in query),  and the total amount of records that match the query searched for. This is useful to implement paging  or to only receive a set amount of records.. Important A new _metadata object is now returned alongside the usual result in result.. . . Inputs All inputs are given to the search function as query parameters and thus are converted  to strings. It is then up to Abaco’s side to convert these inputs back to the intended  formats. Strings are left untouched. Booleans are expected to be “False” or “false” and  “True” or “true” to be converted. Numbers are converted all to floats, these are still  comparable to database instances of int, so there should be no issue. Lists are parsed  with json.loads and will accept either [""test""] or ['test'] with post-processing  on Abaco’s end to convert to lists. The last consumed input type is datetime objects. Abaco accepts a broad range of ISO 8601  like strings. An example of the most detailed string accepted is 2020-04-29T20:15:52:246252-06:00.  2020-04-29T20:15:52:246Z, 2020-04-29T20:15:52-06:00, 2020-04-29T20:15-06:00,  2020-04-29T20-06:00, 2020-04-29-06:00, 2020-04Z, and 2020 are also acceptable.. Attention Abaco stores all times in UTC, so addition of your timezone or conversion to UTC is  important. If no timezone information is given (-06:00 or Z (to signal UTC))  the datetime is assumed to be in UTC..  Important Comparison with datetime rounds to the minimum time possible. For instance if you want  to see if 2020-12-30 is greater than 2020, you would receive True as 2020 is rounded  to 2020-01-01T00:00:00Z. This holds true until you reach millisecond accurate time."
219,What is an Introduction to Abaco?,29,Introduction to Abaco - Database Search - Inputs - Creating ISO 8601 formatted strings - Python - UTC String. Python - String with Timezone The following gets the current time as an ISO 8601 formatted string with timezone:. This prints 2020-04-29T16:21:34.602078-05:00..  Python - UTC String The following gets the current UTC time as an ISO 8601 formatted string:. This prints 2020-04-29T21:21:34.602078. Feel free to add the Z or leave it absent.
220,What is the name of the formatted string that is created by abaco?,29,Introduction to Abaco - Database Search - Inputs - Creating ISO 8601 formatted strings - Python - UTC String. Python - String with Timezone The following gets the current time as an ISO 8601 formatted string with timezone:. This prints 2020-04-29T16:21:34.602078-05:00..  Python - UTC String The following gets the current UTC time as an ISO 8601 formatted string:. This prints 2020-04-29T21:21:34.602078. Feel free to add the Z or leave it absent.
221,How many times is the current UTC time?,29,Introduction to Abaco - Database Search - Inputs - Creating ISO 8601 formatted strings - Python - UTC String. Python - String with Timezone The following gets the current time as an ISO 8601 formatted string with timezone:. This prints 2020-04-29T16:21:34.602078-05:00..  Python - UTC String The following gets the current UTC time as an ISO 8601 formatted string:. This prints 2020-04-29T21:21:34.602078. Feel free to add the Z or leave it absent.
222,How many parameters does a user want without for limit and skip?,30,"Introduction to Abaco - Database Search - Searching. Searching Like mentioned above, a search may contain as many parameters as a user wants sans for  limit and skip, where each may only be used once. Search on the new  {base}/actors/search/{database} always takes place and when given no parameters returns  any information the user has access to. To activate on search on the other endpoints, at  least one query parameter must be declared.. Important x-nonce queries will still work as expected and do not need any modification."
223,What does the search on the new base/actors/search/database always take place and when given no parameters returns any information the user has access to?,30,"Introduction to Abaco - Database Search - Searching. Searching Like mentioned above, a search may contain as many parameters as a user wants sans for  limit and skip, where each may only be used once. Search on the new  {base}/actors/search/{database} always takes place and when given no parameters returns  any information the user has access to. To activate on search on the other endpoints, at  least one query parameter must be declared.. Important x-nonce queries will still work as expected and do not need any modification."
224,How many query parameters must be declared to activate on other endpoints?,30,"Introduction to Abaco - Database Search - Searching. Searching Like mentioned above, a search may contain as many parameters as a user wants sans for  limit and skip, where each may only be used once. Search on the new  {base}/actors/search/{database} always takes place and when given no parameters returns  any information the user has access to. To activate on search on the other endpoints, at  least one query parameter must be declared.. Important x-nonce queries will still work as expected and do not need any modification."
225,What does Abaco mean?,31,"Introduction to Abaco - Database Search - Searching - Performing searches on different endpoints - Result. {base}/actors/search/actors You can use actors, workers, executions, or logs as database inputs  for the endpoints. Each queries the specified database..  cURL $ curl -H ""X-Tapis-Token: $TOKEN"" \  https://tacc.tapis.io/v3/actors/search/actors?image=abacosamples/test&create_time.gt=2020-04-29&status.in=[""READY"", ""BUSY""]  . . Result. . {base}/actors/joBjeDkWyBwLx/executions For a search from an endpoint like this the actor_id will already be in the query,  so for this example you would only receive executions with the actor_id of joBjeDkWyBwLx.  {base}/actors/joBjeDkWyBwLx/workers would result in the same behaviour, but for workers.  This usage means that performing a search on {base}/actors/joBjeDkWyBwLx/executions/1JKkQwX75vE56/logs  would always result in one result. Only search on the {base}/actors thus is the only full  search available that does not use the {base}/actors/search/{database} endpoint.. Attention Use the {base}/actors/search/{database} endpoint for a full search of the specified  database.. . cURL $ curl -H ""X-Tapis-Token: $TOKEN"" \  https://tacc.tapis.io/v3/actors/search/actors/joBjeDkWyBwLx/executions?status=COMPLETE&start_time.gt=2019  . . Result"
226,What is the only full search available that does not use the 'base/actors' endpoint?,31,"Introduction to Abaco - Database Search - Searching - Performing searches on different endpoints - Result. {base}/actors/search/actors You can use actors, workers, executions, or logs as database inputs  for the endpoints. Each queries the specified database..  cURL $ curl -H ""X-Tapis-Token: $TOKEN"" \  https://tacc.tapis.io/v3/actors/search/actors?image=abacosamples/test&create_time.gt=2020-04-29&status.in=[""READY"", ""BUSY""]  . . Result. . {base}/actors/joBjeDkWyBwLx/executions For a search from an endpoint like this the actor_id will already be in the query,  so for this example you would only receive executions with the actor_id of joBjeDkWyBwLx.  {base}/actors/joBjeDkWyBwLx/workers would result in the same behaviour, but for workers.  This usage means that performing a search on {base}/actors/joBjeDkWyBwLx/executions/1JKkQwX75vE56/logs  would always result in one result. Only search on the {base}/actors thus is the only full  search available that does not use the {base}/actors/search/{database} endpoint.. Attention Use the {base}/actors/search/{database} endpoint for a full search of the specified  database.. . cURL $ curl -H ""X-Tapis-Token: $TOKEN"" \  https://tacc.tapis.io/v3/actors/search/actors/joBjeDkWyBwLx/executions?status=COMPLETE&start_time.gt=2019  . . Result"
227,What is Abaco - Actor State?,32,Introduction to Abaco - Actor State. Actor State In this section we describe the state that can persist through Abaco actor container executions.
228,What is the state that can persist through abaco actor container executions?,32,Introduction to Abaco - Actor State. Actor State In this section we describe the state that can persist through Abaco actor container executions.
229,What is an example of passing JSON-serializable data?,33,"Introduction to Abaco - Actor State - Examples. State When an actor is registered, its stateless property is automatically set to true. An actor must be registered with stateless=false to be stateful (maintain state ass executions). Once an actor is executed, the associated worker GETs data from the /v3/actors/{actor_id}/state endpoint and injects it into the actor’s _abaco_actor_state environment variable. While an actor is executing, the actor can update its state by POSTing to the aforementioned endpoint.. The worker only GETs data from the state endpoint one time as the actor is initiated. If the actor updates its state endpoint during execution, the worker does not inject the new state until a new execution. Stateful actors may only have one associated worker in order to avoid race conditions. Thus generally, stateless actors will execute quicker as they can operate in parallel. Issuing a state to a stateless actor will return a actor is stateless. error. The state variable must be JSON-serializable. An example of passing JSON-serializable data can be found under Examples below.. . Utilizing State in Actors to Accomplish Something WIP.  Examples"
230,What must an actor be registered with to be stateful?,33,"Introduction to Abaco - Actor State - Examples. State When an actor is registered, its stateless property is automatically set to true. An actor must be registered with stateless=false to be stateful (maintain state ass executions). Once an actor is executed, the associated worker GETs data from the /v3/actors/{actor_id}/state endpoint and injects it into the actor’s _abaco_actor_state environment variable. While an actor is executing, the actor can update its state by POSTing to the aforementioned endpoint.. The worker only GETs data from the state endpoint one time as the actor is initiated. If the actor updates its state endpoint during execution, the worker does not inject the new state until a new execution. Stateful actors may only have one associated worker in order to avoid race conditions. Thus generally, stateless actors will execute quicker as they can operate in parallel. Issuing a state to a stateless actor will return a actor is stateless. error. The state variable must be JSON-serializable. An example of passing JSON-serializable data can be found under Examples below.. . Utilizing State in Actors to Accomplish Something WIP.  Examples"
231,"When an actor is executed, the associated worker GETs data from what?",33,"Introduction to Abaco - Actor State - Examples. State When an actor is registered, its stateless property is automatically set to true. An actor must be registered with stateless=false to be stateful (maintain state ass executions). Once an actor is executed, the associated worker GETs data from the /v3/actors/{actor_id}/state endpoint and injects it into the actor’s _abaco_actor_state environment variable. While an actor is executing, the actor can update its state by POSTing to the aforementioned endpoint.. The worker only GETs data from the state endpoint one time as the actor is initiated. If the actor updates its state endpoint during execution, the worker does not inject the new state until a new execution. Stateful actors may only have one associated worker in order to avoid race conditions. Thus generally, stateless actors will execute quicker as they can operate in parallel. Issuing a state to a stateless actor will return a actor is stateless. error. The state variable must be JSON-serializable. An example of passing JSON-serializable data can be found under Examples below.. . Utilizing State in Actors to Accomplish Something WIP.  Examples"
232,What are some examples interacting with state using?,34,Introduction to Abaco - Actor State - Examples - Python. curl Here are some examples interacting with state using curl. Registering an actor specifying statefulness: stateless=false.. POSTing a state to a particular actor; keep in mind we must indicate in the header that we are passing content type application/json.. GETting information about a particular actor’s state.. . Python Here are some examples interacting with state using Python. The tapipy.actors module provides access to an actor’s environment data in native Python objects. Registering an actor specifying statefulness: stateless=false.. POSTing a state to a particular actor; again keep in mind we must pass in JSON serializable data.. GETting information about a particular actor’s state. This function returns a Python dictionary with many fields one of which is state.
233,What does the tapipy.actors module provide access to an actor's environment data in native Python objects?,34,Introduction to Abaco - Actor State - Examples - Python. curl Here are some examples interacting with state using curl. Registering an actor specifying statefulness: stateless=false.. POSTing a state to a particular actor; keep in mind we must indicate in the header that we are passing content type application/json.. GETting information about a particular actor’s state.. . Python Here are some examples interacting with state using Python. The tapipy.actors module provides access to an actor’s environment data in native Python objects. Registering an actor specifying statefulness: stateless=false.. POSTing a state to a particular actor; again keep in mind we must pass in JSON serializable data.. GETting information about a particular actor’s state. This function returns a Python dictionary with many fields one of which is state.
234,What does Abaco provide for securing actors?,35,"Introduction to Abaco - Actor Sharing and Nonces. Actor Sharing and Nonces Abaco provides a basic permissions system for securing actors. An actor registered with Abaco starts out as private  and only accessible to the API user who registered it. This API user is referred to as the “owner” of the actor.  By making a POST request to the permissions endpoint for an actor, a user can manage the list of API users who have  access to the actor."
235,What is the name of the API user who registers an actor?,35,"Introduction to Abaco - Actor Sharing and Nonces. Actor Sharing and Nonces Abaco provides a basic permissions system for securing actors. An actor registered with Abaco starts out as private  and only accessible to the API user who registered it. This API user is referred to as the “owner” of the actor.  By making a POST request to the permissions endpoint for an actor, a user can manage the list of API users who have  access to the actor."
236,What are the three Permission Levels Abaco supports?,36,"Introduction to Abaco - Actor Sharing and Nonces - Permission Levels. Permission Levels Abaco supports sharing an actor at three different permission levels; in increasing order, they are: READ,  EXECUTE and UPDATE. Higher permission imply lower permissions, so a user with EXECUTE also has READ while a  user with UPDATE has EXECUTE and READ. The permission levels provide the followig accesses:.  READ - ability to list the actor to see it’s details, list executions and retrieve execution logs. EXECUTE - ability to send an actor a message. UPDATE - ability to change the actor’s definition."
237,What is the main requirement for a user with EXECUTE to share an actor?,36,"Introduction to Abaco - Actor Sharing and Nonces - Permission Levels. Permission Levels Abaco supports sharing an actor at three different permission levels; in increasing order, they are: READ,  EXECUTE and UPDATE. Higher permission imply lower permissions, so a user with EXECUTE also has READ while a  user with UPDATE has EXECUTE and READ. The permission levels provide the followig accesses:.  READ - ability to list the actor to see it’s details, list executions and retrieve execution logs. EXECUTE - ability to send an actor a message. UPDATE - ability to change the actor’s definition."
238,How many permission levels does abaco support?,36,"Introduction to Abaco - Actor Sharing and Nonces - Permission Levels. Permission Levels Abaco supports sharing an actor at three different permission levels; in increasing order, they are: READ,  EXECUTE and UPDATE. Higher permission imply lower permissions, so a user with EXECUTE also has READ while a  user with UPDATE has EXECUTE and READ. The permission levels provide the followig accesses:.  READ - ability to list the actor to see it’s details, list executions and retrieve execution logs. EXECUTE - ability to send an actor a message. UPDATE - ability to change the actor’s definition."
239,What does cURL do to share an actor with another API user?,37,"Introduction to Abaco - Actor Sharing and Nonces - Permission Levels - cURL. cURL To share an actor with another API user, make a POST request to the /permissions endpoint; the following example  uses curl to grant READ permission to API user jdoe.. Example response:. We can list all permissions associated with an actor at any time using a GET request:. Example response:.  Note To remove a user’s permission, POST to the permission endpoint and set level=NONE"
240,What does the following example use to grant READ permission to jdoe?,37,"Introduction to Abaco - Actor Sharing and Nonces - Permission Levels - cURL. cURL To share an actor with another API user, make a POST request to the /permissions endpoint; the following example  uses curl to grant READ permission to API user jdoe.. Example response:. We can list all permissions associated with an actor at any time using a GET request:. Example response:.  Note To remove a user’s permission, POST to the permission endpoint and set level=NONE"
241,How can we list all permissions associated with an actor at any time?,37,"Introduction to Abaco - Actor Sharing and Nonces - Permission Levels - cURL. cURL To share an actor with another API user, make a POST request to the /permissions endpoint; the following example  uses curl to grant READ permission to API user jdoe.. Example response:. We can list all permissions associated with an actor at any time using a GET request:. Example response:.  Note To remove a user’s permission, POST to the permission endpoint and set level=NONE"
242,What is Abaco referred to as?,38,"Introduction to Abaco - Actor Sharing and Nonces - Nonces. Public Actors At times, it can be useful to grant all API users access to an actor. To enable this, Abaco recognizes the special  ABACO_WORLD user. Granting a permission to the ABACO_WORLD user will effectively grant the permission to all API users..  cURL The following grants READ permission to all API users:. . Nonces Abaco provides a capability referred to as actor nonces to ease integration with third-party systems leveraging  different authentication mechanisms. An actor nonce can be used in place of the typical TACC API access token  (bearer token). However, unlike an access token which can be used for any actor the user has access, a nonce can only be  used for a specific actor."
243,What is an access token that can only be used for a specific actor?,38,"Introduction to Abaco - Actor Sharing and Nonces - Nonces. Public Actors At times, it can be useful to grant all API users access to an actor. To enable this, Abaco recognizes the special  ABACO_WORLD user. Granting a permission to the ABACO_WORLD user will effectively grant the permission to all API users..  cURL The following grants READ permission to all API users:. . Nonces Abaco provides a capability referred to as actor nonces to ease integration with third-party systems leveraging  different authentication mechanisms. An actor nonce can be used in place of the typical TACC API access token  (bearer token). However, unlike an access token which can be used for any actor the user has access, a nonce can only be  used for a specific actor."
244,What is an example of a nonce with READ level permission?,39,"Introduction to Abaco - Actor Sharing and Nonces - Nonces - Redeeming Nonces. Creating Nonces API users create nonces using the nonces endpoint associated with an actor. Nonces can be limited to a specific  permission level (e.g., READ only), and can have a finite number of uses or an unlimited number. The following example uses curl to create a nonce with READ level permission and with 5 uses.. A typical response:. The id of the nonce (in the above example, TACC_qBMrvO6Zy0yQz) can be used to access the actor in place of the  access token.. Note Roles are used throughout the TACC API’s to grant users with specific privileges (e.g., administrative access to certain  APIs). The roles of the API user generating the nonce are captured at the time the nonce is created; when using a nonce,  a request will have permissions granted via those roles. Most users will not need to worry about TACC API roles.. To create a nonce with unlimited uses, set maxUses=-1..  Redeeming Nonces To use a nonce in place of an access token, simply form the request as normal and add the query paramter x-nonce=<nonce_id>. For example. The response will be exactly the same as if issuing the request with an access token."
245,How many uses can nonces have?,39,"Introduction to Abaco - Actor Sharing and Nonces - Nonces - Redeeming Nonces. Creating Nonces API users create nonces using the nonces endpoint associated with an actor. Nonces can be limited to a specific  permission level (e.g., READ only), and can have a finite number of uses or an unlimited number. The following example uses curl to create a nonce with READ level permission and with 5 uses.. A typical response:. The id of the nonce (in the above example, TACC_qBMrvO6Zy0yQz) can be used to access the actor in place of the  access token.. Note Roles are used throughout the TACC API’s to grant users with specific privileges (e.g., administrative access to certain  APIs). The roles of the API user generating the nonce are captured at the time the nonce is created; when using a nonce,  a request will have permissions granted via those roles. Most users will not need to worry about TACC API roles.. To create a nonce with unlimited uses, set maxUses=-1..  Redeeming Nonces To use a nonce in place of an access token, simply form the request as normal and add the query paramter x-nonce=<nonce_id>. For example. The response will be exactly the same as if issuing the request with an access token."
246,What is the id of the nonce used to access the actor in place of?,39,"Introduction to Abaco - Actor Sharing and Nonces - Nonces - Redeeming Nonces. Creating Nonces API users create nonces using the nonces endpoint associated with an actor. Nonces can be limited to a specific  permission level (e.g., READ only), and can have a finite number of uses or an unlimited number. The following example uses curl to create a nonce with READ level permission and with 5 uses.. A typical response:. The id of the nonce (in the above example, TACC_qBMrvO6Zy0yQz) can be used to access the actor in place of the  access token.. Note Roles are used throughout the TACC API’s to grant users with specific privileges (e.g., administrative access to certain  APIs). The roles of the API user generating the nonce are captured at the time the nonce is created; when using a nonce,  a request will have permissions granted via those roles. Most users will not need to worry about TACC API roles.. To create a nonce with unlimited uses, set maxUses=-1..  Redeeming Nonces To use a nonce in place of an access token, simply form the request as normal and add the query paramter x-nonce=<nonce_id>. For example. The response will be exactly the same as if issuing the request with an access token."
247,What is Abaco - Networks of Actors?,40,"Introduction to Abaco - Networks of Actors. Networks of Actors Working with individual, isolated actors can augment an existing application with a lot of additional functionality, but the  full power of Abaco’s actor-based system is realized when many actors coordinate together to solve a common problem.  Actor coordination introduces new challenges that the system designer must address, and Abaco provides  features specifically designed to address these challenges."
248,What is abaco's network of actors based on?,40,"Introduction to Abaco - Networks of Actors. Networks of Actors Working with individual, isolated actors can augment an existing application with a lot of additional functionality, but the  full power of Abaco’s actor-based system is realized when many actors coordinate together to solve a common problem.  Actor coordination introduces new challenges that the system designer must address, and Abaco provides  features specifically designed to address these challenges."
249,"How does Aboco work with individual, isolated actors?",40,"Introduction to Abaco - Networks of Actors. Networks of Actors Working with individual, isolated actors can augment an existing application with a lot of additional functionality, but the  full power of Abaco’s actor-based system is realized when many actors coordinate together to solve a common problem.  Actor coordination introduces new challenges that the system designer must address, and Abaco provides  features specifically designed to address these challenges."
250,Who provides features specifically designed to address these challenges?,40,"Introduction to Abaco - Networks of Actors. Networks of Actors Working with individual, isolated actors can augment an existing application with a lot of additional functionality, but the  full power of Abaco’s actor-based system is realized when many actors coordinate together to solve a common problem.  Actor coordination introduces new challenges that the system designer must address, and Abaco provides  features specifically designed to address these challenges."
251,What is a user-defined name for an actor that is managed independently of the actor itself?,41,"Introduction to Abaco - Networks of Actors - Actor Aliases. Actor Aliases An alias is a user-defined name for an actor that is managed independently of the actor itself. Put simply, an alias  maps a name to an actor id, and Abaco will replace a reference to an alias in any request with the actor id defined by  the alias at the time. Aliases are useful for insulating an actor from changes to another actor to which it will  send messages. For example, if actor A sends messages to actor B, the user can create an alias for actor B and configure A to send  messages to that alias. In the future, if changes need to be made to actor B or if messages from actor A need to be  routed to a different actor, the alias value can be updated without any code changes needed on the part of actor A. Creating and managing aliases is done via the /aliases collection."
